,director_name,actor_2_name,gross,actor_1_name,actor_3_name,plot_keywords
3933,Gavin Wiesen,Blair Underwood,1429260.0,Michael Angarano,Rita Wilson,art teacher|artist|high school|homework|principal
3935,Mars Callahan,Ricky Schroder,562059.0,Chazz Palminteri,Ernie Reyes Jr.,beating|hustler|jail|money|revenge
3936,Mike Figgis,Saffron Burrows,399793.0,Kelly Macdonald,Julian Sands,1950s|italian|murder|tunisia|vomiting
3938,David Gordon Green,Tye Sheridan,371897.0,Nicolas Cage,Ronnie Gene Blevins,alcoholic|cigarette smoking|father son relationship|teenage boy|woods
3939,Stefan Schwartz,Dan Futterman,302204.0,Peter McNamara,Ralph Ineson,con artist|money|orphan|scam|secretary
3940,Renny Harlin,Lane Smith,354704.0,Viggo Mortensen,Hal Landon Jr.,electric chair|haunting|prison|prisoner|revenge
3941,Robert Lee King,Kathleen Robertson,265107.0,Lauren Ambrose,Beth Broderick,cliche|exchange student|slasher|spoof|surfing
3942,Kevin Allen,Frances Fisher,185577.0,Craig Ferguson,Mary McCormack,competition|fake documentary|hairdresser|nudity|reference to liberace
3944,David Schwimmer,Jordan Trovillion,58214.0,Noah Emmerich,Zoe Levin,counselor|fbi|revenge motive|school|teenage girl
3945,Barry Levinson,Brían F. O'Byrne,75078.0,Anna Friel,Pauline McLynn,alopecia|belfast northern ireland|ireland|irish republican army|scalper
3946,Sam Miller,Alan Williams,64359.0,Rachel Griffiths,Rob Jarvis,australian|female armpit hair|friend|sheffield|yorkshire
3947,Anne Fontaine,Naomi Watts,317125.0,Robin Wright,Ben Mendelsohn,beach|friend|friendship|happiness|neighbor
3949,Fernando León de Aranoa,Enrique Villén,146402.0,Luis Tosar,Aida Folch,australia|bar|shipyard|siamese twins|tuna
3950,Jim Mickle,Michael Cerveris,18469.0,Connor Paolo,Nick Damici,canada|post apocalypse|road movie|vampire|vampire hunter
3952,Stephen Kay,Marg Helgenberger,12836.0,Keanu Reeves,Gretchen Mol,1940s|female bare foot|picket fence|tire|vomiting
3953,Karim Aïnouz,Clemens Schick,20262.0,Wagner Moura,Jesuíta Barbosa,gay|male frontal nudity|male nudity|male rear nudity|nudity
3970,Victor Fleming,George Reeves,198655278.0,Hattie McDaniel,Thomas Mitchell,battle of the sexes|gallantry|honesty|indifference|scandal
3971,Richard Raymond,Reece Ritchie,143653.0,Tom Cullen,Marama Corlett,dance|dancer|dancing|desert|iran
3972,Sam Peckinpah,Slim Pickens,14873.0,James Coburn,Warren Oates,apache|apache indian|confederate|mexico|scout
3974,George Sidney,Howard Keel,8000000.0,Keenan Wynn,Betty Hutton,girl|gun|love|sharpshooter|the end
3975,Christopher Morris,Riz Ahmed,304137.0,Kayvan Novak,Alex Macqueen,accidental shooting|bird|crow|exploding animal|muslim
3977,Peter Stebbings,Tony Nappo,37606.0,Michael Kelly,Charlotte Sullivan,gun running|organized crime|pimp|superhero|vigilante
3978,Vincente Minnelli,Reginald Owen,2956000.0,Gladys Cooper,Ellen Ross,hoop|horseback riding|love|pirate|singer
3979,Dagur Kári,Susan Blommaert,19959.0,Alice Olivia Clarke,Stephen Henderson,bar|bartender|death|heart attack|mentor protege relationship
3980,Nicholas Hytner,Russell Tovey,2706659.0,Dominic Cooper,James Corden,gay|headmaster|oxford|school|teacher
3981,Jaume Collet-Serra,Frank Langella,61094903.0,Liam Neeson,Aidan Quinn,agriculture|airport|amnesia|nurse|scientist
3984,Peter Cattaneo,Mark Addy,45857453.0,Tom Wilkinson,Lesley Sharp,dole|male stripper|northern england|steel worker|unemployment
3985,Jim Abrahams,Lloyd Bridges,83400000.0,Peter Graves,Barbara Billingsley,air traffic controller|airplane|airport|pilot|spoof
3987,F. Gary Gray,John Witherspoon,27900000.0,Nia Long,Tony Cox,bully|drug dealer|first part|neighbor|neighborhood
3988,Albert Hughes,Larenz Tate,27900000.0,Jada Pinkett Smith,Khandi Alexander,1990s|escape|graduation|hustler|street
3990,Michael Gornick,Holt McCallany,14000000.0,George Kennedy,Dorothy Lamour,anthology|hit and run|hit by a car|living statue|melting woman
3996,Robert Eggers,Kate Dickie,25138292.0,Julian Richings,Ralph Ineson,black magic|goat|isolation|naked woman|witch
3997,Michael Martin,Master P,10305534.0,Joe Estevez,Anthony Johnson,friend|obscenity|scam|vacant lot|van
3998,Edward Burns,Frank Vincent,9449219.0,John Mahoney,Michael McGlone,claim in title|infidelity|irish american|love|sex
3999,Bill Condon,Lynn Redgrave,6390032.0,Brendan Fraser,Kevin J. O'Connor,friendship|gardener|gay interest|homosexual|memory
4000,Juan José Campanella,Soledad Villamil,20167424.0,Ricardo Darín,Guillermo Francella,investigation|justice|murder|suspect|tension
4003,Sam Raimi,Dan Hicks,5923044.0,Ted Raimi,Kassie Wesley DePaiva,cabin|cabin in the woods|demon|evil dead|woods
4004,Louis C.K.,J.B. Smoove,3293258.0,Wanda Sykes,Robert Vaughn,based on sketch comedy|corporation|cult film|evil corporation|sex
4006,Salvador Carrasco,Zaide Silvia Gutiérrez,886410.0,Elpidia Carrillo,Damián Delgado,1520s|aztec|indian|spanish colonization|spanish conquest
4007,André Øvredal,Johanna Mørck,252652.0,Otto Jespersen,Glenn Erland Tosterud,bear|cameraman|hunter|secret government agency|troll
4008,Robert Cary,Fred Willard,220234.0,Frances Conroy,Kevin Sussman,erectile dysfunction|mugger|mugging|subway robbery|therapy
4009,Akiva Schaffer,Nicholas Braun,34350553.0,Will Forte,Rosemarie DeWitt,alien|escape|manager|neighborhood watch|ohio
4010,Adam Rapp,Will Ferrell,101228.0,Zooey Deschanel,Dallas Roberts,love|michigan|musician|novelist|student
4011,Angela Robinson,Geoff Stults,96793.0,Jordana Brewster,Scoot McNairy,1959 cadillac|diamonds|female villain|force field|voyeurism
4024,Luc Jacquet,Sofie Gråbøl,77413017.0,Morgan Freeman,Romane Bohringer,chick|emperor penguin|journey|ocean|penguin
4025,J.C. Chandor,Demi Moore,5354039.0,Kevin Spacey,Ashley Williams,capital management|financial crisis|financial disaster|investment fraud|management
4027,Clark Gregg,Matt Gerald,2926565.0,Anjelica Huston,Jonah Bobo,choking|friend|hospital|restaurant|scam
4028,Damien Chazelle,Melissa Benoist,13092000.0,J.K. Simmons,Chris Mulkey,conservatory|drummer|emotional abuse|music school|obsession
4029,Fernando Meirelles,Seu Jorge,7563397.0,Alice Braga,Alexandre Rodrigues,coming of age|male frontal nudity|male nudity|photographer|slum
4030,Justin Kerrigan,John Simm,104257.0,Danny Dyer,Shaun Parkes,friday|friend|hip hop|techno rave|weekend
4032,Karen Moncrieff,Bruce Davison,17311.0,James Franco,Piper Laurie,dead girl|girl|granddaughter|morgue|storage unit
4033,Thomas Vinterberg,Alexandra Rapaport,610968.0,Thomas Bo Larsen,Hana Shuan,deer|gun|gunshot|hunt|kindergarten teacher
4035,Alejandro Monteverde,Ramon Rodriguez,8108247.0,Armando Riesco,Eduardo Verástegui,inter cultural|latino|restaurant|soccer|train
4038,Eric Styles,Rupert Graves,7680.0,Samantha Morton,Miriam Margolyes,love crime|love triangle|lust|sister sister relationship|unrequited love
4039,Laurent Cantet,Agame Malembo-Emene,3766595.0,François Bégaudeau,Angélica Sancio,high school|inner city|school|student|teacher
4042,Max Mayer,Terry Walters,2277396.0,Peter Gallagher,Amy Irving,apartment|asperger's syndrome|children|teacher|writer
4043,Joshua Marston,Wilson Guerrero,6517198.0,Catalina Sandino Moreno,Yenny Paola Vega,colombia|colombian|drug mule|money|stomach
4044,Mike Mills,Lou Taylor Pucci,5776314.0,Goran Visnjic,Mary Page Keller,actress|cancer|death|french|gay relationship
4046,John Landis,Karen Allen,141600000.0,John Belushi,Tim Matheson,academic probation|camera shot of feet|fraternity|school expulsion|smashing a guitar
4047,Guy Hamilton,Gert Fröbe,51100000.0,Honor Blackman,Lois Maxwell,bikini|covered in melted gold|fort knox|gold|pilot
4050,Danny Boyle,Shirley Henderson,16501785.0,Kelly Macdonald,Ewen Bremner,drug culture|drugs|filthy toilet|heroin addict|heroin withdrawal
4051,Spike Lee,Cedric the Entertainer,38168022.0,Bernie Mac,Steve Harvey,backstage|comedian|concert film|emcee|stand up comedian
4052,Tod Williams,Molly Ephraim,84749884.0,Sprague Grayden,Micah Sloat,california|carlsbad california|house|nanny|security camera
4053,Kirk Jones,David Kelly,24788807.0,James Nesbitt,Fionnula Flanagan,dead body|death|lottery|small town|village
4054,Michael Moore,Dick Clark,21244913.0,Michael Moore,Bill Clinton,bank|columbine|columbine high school killings|firearm|school shooting
4055,Yimou Zhang,Daoming Chen,377420.0,Li Gong,Ni Yan,amnesia|cultural revolution|husband wife relationship|memory|political prisoner
4056,Jack Sholder,Robert Rusler,30000000.0,Clu Gulager,Marshall Bell,freddy krueger|gay|gay subtext|homoeroticism|jock strap
4057,James Ivory,Rupert Graves,20966644.0,Julian Sands,Denholm Elliott,male nudity|male pubic hair|nude bathing|piano|pubic hair
4058,James DeMonaco,Adelaide Kane,64423650.0,Rhys Wakefield,Chris Mulkey,class differences|killing spree|one night|suburb|violence
4059,Scott Derrickson,Victoria Leigh,48056940.0,Danielle Kotch,James Ransone,book|found footage|research|snuff film|writer
4060,David Raynr,Mikki Padilla,19184015.0,Nancy O'Dell,Dayna Devon,actor name in title|colon in title|four word title|live performance|satire
4063,Charles Martin Smith,Bill Cobbs,24629916.0,Kevin Zegers,Michael Jeter,basketball|boy|dog|dog movie|golden retriever
4065,Tom McLoughlin,Ron Palillo,19472057.0,Tony Goldwyn,Vincent Guastaferro,actual animal killed|death|jason voorhees|slasher flick|teen horror
4066,David Lean,Sessue Hayakawa,27200000.0,William Holden,Jack Hawkins,allies|bridge|construction|jungle|sabotage
4067,Patrick Read Johnson,Royal Dano,15369573.0,Ariana Richards,Tonya Lee Williams,alien|halloween|killer robot|outer space|wrestler costume
4070,Adam Marcus,Leslie Jordan,15935068.0,Kane Hodder,Erin Gray,brutality|evil|jason voorhees|paranormal phenomena|terror
4072,Michel Gondry,Dave Chappelle,11694528.0,Common,Lauryn Hill,block party|marching band|neighborhood|new york city|tyrannosaurus rex
4073,John Maclean,Kodi Smit-McPhee,229094.0,Michael Fassbender,Ben Mendelsohn,american west|bounty hunter|frontier|horse riding|outlaw
4075,Benny Boom,Donald Faison,10017041.0,Omari Hardwick,Mike Epps,cocaine|package|slow motion scene|topless female nudity|wrong address
4078,David Raynr,Deon Richmond,9016377.0,Donald Faison,Countess Vaughn,apostrophe in title|bare breasts|female nudity|nude black woman|prom
4081,Nnegest Likké,Jimmy Jean-Louis,7059537.0,Mo'Nique,Joyful Drake,female protagonist|size positive|thin|title directed by female|wet dream
4082,Richard Linklater,Ariane Labed,8114507.0,Seamus Davey-Fitzpatrick,Athina Rachel Tsangari,friend|greece|greek|hotel room|twin
4083,Christopher Leitch,Robert Neary,7888703.0,John Astin,Kim Darby,falling in love|glowing eyes|insult|teenager|three word title
4084,Don Coscarelli,A. Michael Baldwin,7282851.0,Angus Scrimm,James Le Gros,cemetery|female nudity|mortuary|sphere|tall man
4085,Michael Schultz,Kimberly Elise,6879730.0,Loretta Devine,Clifton Powell,abuse|bishop|death|flashback|poverty
4086,Patricia Cardoso,Lupe Ontiveros,5844929.0,America Ferrera,George Lopez,education|factory|high school|mexican american|religious icon
4088,Deepa Mehta,Lisa Ray,3222857.0,John Abraham,Seema Biswas,ashram|india|love|tradition|widow
4089,Damien O'Donnell,Jimi Mistry,4170647.0,Archie Panjabi,Om Puri,england|marriage|muslim|pakistani|salford
4090,Peter M. Cohen,Brian Van Holt,4142507.0,Callie Thorne,David Heyman,dating|diner|masturbation|urination|washington square manhattan new york city
4091,Mira Nair,Sarita Choudhury,4109095.0,Indira Varma,Rekha,courtesan|friend|kama sutra|seduction|wedding
4092,Nicole Holofcener,Thomas Ian Nicholas,4033268.0,Oliver Platt,Ann Morgan Guilbert,apartment|first date|neighbor|new york|new york city
4094,Anthony Hickox,Zach Galligan,3902679.0,Julian Sands,Paula Marshall,druid|eclipse|rune|scalping|warlock
4095,Tom Schulman,George Hamilton,3559990.0,Kristy Swanson,Dyan Cannon,camera shot of feet|female stockinged feet|female stockinged soles|nude pantyhose|pantyhose
4097,Jill Sprecher,Rob McElhenney,3287435.0,Matthew McConaughey,Amy Irving,attorney|happiness|house cleaner|physics|professor
4098,Darren Stein,Judy Greer,3071947.0,Julie Benz,Jeff Conaway,best friend|bitch|friend|popular girl|prom
4099,Julian Schnabel,Michael Wincott,2961991.0,Gary Oldman,Courtney Love,andy warhol|art|artist|friendship|street artist
4100,Noah Baumbach,Grace Gummer,4063238.0,Greta Gerwig,Vanessa Ray,best friend|black and white|father daughter relationship|female protagonist|mother daughter relationship
4101,Gavin Hood,Nambitha Mpumlwana,2912363.0,Terry Pheto,Rapulana Seiphemo,baby|bathing a baby|criminal|slum|vomiting
4102,Todd Solondz,Jon Lovitz,3000000.0,Philip Seymour Hoffman,Dylan Baker,ensemble cast|episodic structure|satire|social satire|suburb
4103,George Gallo,Joe Howard,2223990.0,Eddie Griffin,Robert Noble,african american|family relationships|stand up comedian|stand up comedy
4104,Kevin Smith,Haley Joel Osment,1821983.0,Johnny Depp,Michael Parks,canada|human becoming an animal|mad scientist|part of trilogy|walrus
4105,Chan-wook Park,Ji-tae Yu,2181290.0,Min-sik Choi,Hye-jeong Kang,brother sister relationship|hypnosis|imprisonment|love|revenge
4106,David Nixon,Michael Bolten,2848578.0,Robyn Lively,Christopher Schmidt,cancer|faith|hope|letter|prayer
4107,Jason Eisener,Robb Wells,703002.0,Gregory Smith,Molly Dunsworth,hobo|pedophile|rampage|shotgun|vigilante
4110,Michael Landon Jr.,Kevin Gage,252726.0,William Morgan Sheppard,Brianna Brown,19th century|faith|mayor|ranch|sheriff
4111,Andrea Arnold,Harry Treadaway,373060.0,Michael Fassbender,Jason Maza,15 year old|dancing|essex|little sister|suburb
4112,Whit Stillman,Megalyn Echikunwoke,1007535.0,Greta Gerwig,Zach Woods,college|college campus|dance craze|depression|fraternity
4114,Leslye Headland,Adam Scott,418268.0,Kirsten Dunst,Andrew Rannells,bachelorette party|drug use|high school|overdose|wedding dress
4117,Tim Heidecker,William Atherton,200803.0,Michael Gross,Bob Ross,film in film|man with glasses|reference to steven spielberg|self referential|shopping mall
4118,Rupert Wyatt,Cjon Saulsberry,33631221.0,George Kennedy,Griffin Cleveland,dog|gambler|gambling|gangster|professor
4120,Marco Kreuzpaintner,Kostja Ullmann,95016.0,Alicja Bachleda,Robert Stadlober,friend|friendship|rowing|storm|summer camp
4122,Deon Taylor,Betsy Russell,143000.0,Matt Cohen,Noah Segan,blood splatter|chain|murder|mysterious killer|warning
4123,Jason Alexander,Patti LuPone,39852.0,Gretchen Mol,Peter Onorati,1955 chevrolet|nurse|peeping tom|reference to brooklyn dodgers|spying
4124,Xavier Gens,Lauren German,22000.0,Michael Biehn,Rosanna Arquette,doggystyle sex|rough sex|sodomy|torture|violent sex
4125,Conor McPherson,Iben Hjejle,128937.0,Aidan Quinn,Jim Norton,ghost|irish|kissing|novelist|widower
4128,Tim Burton,Alan Rickman,334185206.0,Johnny Depp,Anne Hathaway,alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion
4130,Francesca Gregorini,Amy Sedaris,5005.0,Tom Everett Scott,Chris Kattan,boarding school|coming of age|female friendship|lesbian|new england
4141,Kenneth Branagh,Derek Jacobi,201148159.0,Hayley Atwell,Lily James,dress|duke|fairy godmother|fairy tale|pumpkin
4144,Walter Salles,Matheus Nachtergaele,5595428.0,Fernanda Montenegro,Othon Bastos,brazil|letter|rio de janeiro brazil|sertao|teacher
4147,Susan Seidelman,Michael Nouri,3123749.0,Dyan Cannon,Brenda Vaccaro,title spoken by character
4149,Heidi Ewing,James Ransone,100675.0,Greg Crowe,Tempestt Bledsoe,cheating|economics|experiment|human nature|sumo wrestling
4151,Alexandre Aja,Maïwenn,3645438.0,Cécile De France,Oana Pellea,car chase|plot twist|police van|rear ending a car|slasher
4154,Craig Brewer,Paula Jai Parker,22201636.0,Isaac Hayes,Elise Neal,baby|friend|hip hop|pimp|stripper
4155,Billy Wilder,Joe E. Brown,25000000.0,Nehemiah Persoff,George Raft,all girl band|band|cross dressing|musician|yacht
4156,John Carl Buechler,Terry Kiser,19170001.0,Kane Hodder,William Butler,death|jason voorhees|massacre|slaughter|telekinesis
4157,Victor Fleming,Terry,22202612.0,Margaret Hamilton,Billie Burke,evil witch|tornado|witch|wizard|wizard of oz
4158,Mel Brooks,Peter Boyle,86300000.0,Madeline Kahn,Teri Garr,assistant|castle|experiment|frankenstein's monster|scientist
4159,George A. Romero,Shawn Roberts,952620.0,Megan Park,Joe Dinicol,barn|film student|hospital|mummy|video camera
4161,Victor Nunez,Patricia Richardson,9054736.0,Peter Fonda,Vanessa Zima,beekeeper|bound and gagged|dysfunctional family|man with glasses|tied to a chair
4168,Mel Brooks,David Huddleston,119500000.0,Madeline Kahn,Harvey Korman,railroad|reference to douglas fairbanks|reference to jesse owens|reference to randolph scott|year 1874
4169,Joseph Zito,Tom Everett,32600000.0,Judie Aronson,Kimberly Beck,friday the thirteenth|hockey mask|jason voorhees|morgue|slasher
4170,Pawel Pawlikowski,Agata Trzebuchowska,3826455.0,Joanna Kulig,Agata Kulesza,convent|jew|jewish|nun|poland
4171,James Ivory,Denholm Elliott,3130592.0,Rupert Graves,Simon Callow,homosexuality|love|male full frontal nudity|male rear nudity|one word title
4172,Frank Sebastiano,Laurie Metcalf,475000.0,Joe Lo Truglio,Seymour Cassel,baseball|baseball movie|beer|slacker|softball
4173,Rand Ravich,Charlize Theron,10654581.0,Johnny Depp,Clea DuVall,astronaut|electrocuted in bathtub|mission|pilot|sister
4174,Stacy Peralta,Gabrielle Reece,2276368.0,Gerry Lopez,Laird John Hamilton,beach|surfing|surfing contest|two word title|wave
4175,Nacho Vigalondo,Nacho Vigalondo,38108.0,Karra Elejalde,Bárbara Goenaga,binoculars|hitchcockian|scissors|time machine|woods
4180,Michael Tiddes,Alanna Ubach,40041683.0,Essence Atkins,J.B. Smoove,hamburger|parody|priest|psychic|woman in a bikini
4181,Dinesh D'Souza,Zackary Steven Graham,33349949.0,Barack Obama,Dinesh D'Souza,critically bashed|partisan commentary|political propoganda|punctuation in title|reenactment
4182,Rob Zombie,Tyler Mane,33386128.0,Scout Taylor-Compton,Margot Kidder,halloween|hospital|michael myers|rampage|vomiting
4183,Tom Hanks,Charlize Theron,25809813.0,Tom Hanks,Ethan Embry,band|drummer|jazz|pennsylvania|song
4184,Tommy Lee Wallace,Dan O'Herlihy,14400000.0,Tom Atkins,Nancy Kyes,doctor|factory|halloween|holiday horror|stonehenge
4187,Leslie Small,La'Princess Jackson,32230907.0,David Jason Perez,Dana Hanna,lying|montreal|reference to twitter|reference to youtube|toronto
4188,Gus Van Sant,Udo Kier,6401336.0,Keanu Reeves,Flea,friend|hustler|italy|narcolepsy|traveling
4189,Zach Braff,Michael Weston,26781723.0,Armando Riesco,Jill Flint,actor|doctor|drugs|home|pain
4190,Richard Linklater,Hans Weingartner,5400000.0,Hanno Pöschl,Dominik Castell,american|conversations|kiss|love|train
4192,Alison Maclean,Samantha Morton,1282084.0,Billy Crudup,Mark Webber,hospital|love|mennonite|shower|song
4193,Alice Wu,Ato Essandoh,1186323.0,Joan Chen,Jessica Hecht,chinese|chinese american|lesbian love|mother daughter relationship|surgeon
4194,Sarah Gavron,Christopher Simpson,1094998.0,Satish Kaushik,Tannishtha Chatterjee,arranged marriage|bangladesh|buckingham palace|september 11 2001|title directed by female
4195,Jake Schreier,Joshua Ormond,3325638.0,Frank Langella,Ana Gasteyer,burglary|dementia|near future|robot|thief
4196,Isabel Coixet,Julian Richings,395592.0,Sarah Polley,Amanda Plummer,cancer|death|doctor|drinking|love
4197,James Ponsoldt,Jennifer Jason Leigh,6851969.0,Shailene Woodley,Dayo Okeniyi,crying man|high school|high school senior|men's clothing store|party
4198,Randall Miller,Elden Henson,333658.0,William Hurt,Michael Bower,student film|wonder years
4199,Larry Charles,Tal Bachman,12995673.0,Bill Maher,Steve Burg,catholic|christian|jew|muslim|religion
4200,Joshua Tickell,Sheryl Crow,173783.0,Larry David,George W. Bush,alternative energy|energy|fuel|green|oil
4202,Rawson Marshall Thurber,Stephen Root,114324072.0,Gary Cole,Joel David Moore,dodgeball|gym|las vegas|pirate|ups
4203,Michael D. Sellers,Carly Schroeder,71904.0,Katharine Ross,George Harris,dolphin|island|research|tourist|town
4204,Reed Cowan,Emily Pearson,99851.0,Dustin Lance Black,Gavin Newsom,church|marriage|mormon|mormon church|proposition
4205,James Dodson,Anupam Kher,115504.0,Larry Miller,Shriya Saran,birthday|call center|fiance|hotel|indian
4206,Stefan Ruzowitzky,Rüdiger Vogler,5725.0,Benno Fürmann,Sebastian Blomberg,dissection|male pubic hair|medical school|medical student|train
4207,Alex Rivera,Jacob Vargas,75727.0,Leonor Varela,Tenoch Huerta,computer|future|mexican immigrant|network|wilhelm scream
4208,James Gunn,Rainn Wilson,322157.0,Linda Cardellini,Paul T. Taylor,drug dealer|superhero|tragedy|tragic hero|tragic love
4212,Spike Lee,Harry Lennix,5731103.0,Bernie Mac,Andre Braugher,actor|bus|march|million man march|religion
4213,Robby Henson,Max Ryan,978908.0,Marc Blucas,Justine Waddell,bound with duct tape|flash forward|number|riddle|stalking
4214,Mike Judge,Patrick Fischler,438653.0,Anthony 'Citric' Campos,David Herman,experiment|future|hibernation|stupidity|top secret
4216,Shane Meadows,Joseph Gilgun,327919.0,Stephen Graham,Jack O'Connell,england|racism|racist|skinhead|violence
4219,Carmen Marron,Aimee Garcia,178739.0,Jossara Jinaro,Rene Rosado,exclamation point in title|imperative in title|punctuation in title|three word title
4220,Tim McCanlies,Michael O'Neill,565592.0,Ethan Embry,Alexandra Holden,best friend|friendship|population|state in title|texas
4222,Mario Van Peebles,Cinda McCain,27012.0,Tom Skerritt,Luke Perry,death of loved one|loss of father|loss of loved one|musician|singer
4225,James Algar,Deems Taylor,76400000.0,Leopold Stokowski,,apprentice|classical music|disney|mouse|orchestra
4228,Steve Miner,Dana Kimmell,36200000.0,Richard Brooker,Catherine Parks,defecation|hockey mask|jason voorhees|lake|serial killer
4229,Danny Steinmann,Melanie Kinnaman,21300000.0,Tiffany Helm,Dominick Brascia,jason voorhees|murder|new jersey|nightmare|teenager
4230,Michael Landon Jr.,Louise Fletcher,379643.0,Henry Thomas,A.J. Buckley,1850s|christian film|dark secret|funeral|sin eater
4231,Jon Gunn,Delroy Lindo,12985267.0,Alexa PenaVega,Madison Pettis,belief|faith|pastor|question in title|three word title
4238,William Wyler,Teresa Wright,23650000.0,Myrna Loy,Dana Andrews,love|pity|readjusting to civilian life|veteran|world war two veteran
4239,Larry Clark,Nick Stahl,510092.0,Kelli Garner,Brad Renfro,cruelty|friend|male frontal nudity|male nudity|pubic hair
4240,Petter Næss,Per Christian Ellefsen,313436.0,Jørgen Langhelle,Sven Nordin,friendship|mental illness|poet|sex obsession|virgin
4247,Terence Young,Daniela Bianchi,24800000.0,Robert Shaw,Lois Maxwell,assassin|british agent|british secret service|decoder|russian
4248,Michael Herz,Jessica Dublin,792966.0,Phoebe Legere,Lisa Gaye,bare breasts|japan|tokyo japan|toxic avenger|troma
4251,David Robert Mitchell,Ruby Harris,14673301.0,Maika Monroe,Jake Weary,ambiguous ending|being followed|sex scene|supernatural|supernatural being
4254,George Miller,Bruce Spence,9003011.0,Vernon Wells,Kjell Nilsson,australian|gasoline|post apocalypse|refinery|warrior
4255,Chia-Liang Liu,Anita Mui,11546543.0,Andy Lau,Ho-Sung Pak,battle|fight|fighting|martial artist|snake
4257,Kimberly Peirce,Brendan Sexton III,11533945.0,Alicia Goranson,Jeannetta Arnette,drinking|female dressed as male|love|nebraska|transgender
4258,Chris Kentis,Julia Taylor Ross,12555230.0,Eric Sheffer Stevens,Adam Trese,bound and gagged|girl|haunted house|hearing noises|uninterrupted shot
4259,Florian Henckel von Donnersmarck,Ulrich Mühe,11284657.0,Sebastian Koch,Martina Gedeck,east germany|police|secret police|stasi|writer
4260,Alex Kendrick,Alex Kendrick,34522221.0,Ben Davies,T.C. Stallings,faith|fatherhood|integrity|police|responsibility
4263,Sylvain Chomet,Charles Linton,7002255.0,Michel Robin,Béatrice Bonifassi,belleville|dog|mafia|tour de france|very little dialogue
4264,Chris Eyre,Irene Bedard,6719300.0,Michael Greyeyes,Gary Farmer,family abandonment|fire|loss of father|native american protagonist|native american reservation
4265,Shari Springer Berman,James Urbaniak,6003587.0,Josh Hutcherson,Daniel Tay,1980s|comic book|dark horse comics|reference to david letterman|robert crumb
4266,Richard Linklater,Albert Delpy,5792822.0,Vernon Dobtcheff,Marie Pillet,book|bookstore|love|simultaneity|train
4267,Alejandro G. Iñárritu,Jorge Salinas,5383834.0,Adriana Barraza,Goya Toledo,animal in title|dog fight|mexico city|multiple perspectives|nonlinear timeline
4268,Catherine Hardwicke,Sarah Clarke,4599680.0,Holly Hunter,Kip Pardue,13 year olds|adolescence|friend|peer pressure|teacher
4270,Debra Granik,Shelley Waggener,6531491.0,Jennifer Lawrence,Lauren Sweetser,bail|crystal meth|family relationships|female protagonist|search for father
4271,Kevin Macdonald,Brendan Mackey,4581222.0,Nicholas Aaron,Joe Simpson,bone|climbing|crevasse|partner|rope
4273,Miranda July,Brad William Henke,3885134.0,Najarra Townsend,Miranda July,fellatio|seven word title|shoe salesman|title directed by female|written by director
4274,Charles Ferguson,George W. Bush,4311834.0,Matt Damon,Barney Frank,florida|iceland|interview|new york city new york|recession
4275,Max Joseph,Emily Ratajkowski,3590010.0,Vanessa Lengies,Jonny Weston,box office flop|critically bashed|male objectification|narcissism|wannabe dj
4276,Jim Jarmusch,Gano Grills,3300230.0,Henry Silva,Richard Portnow,african american|code|dog|pigeon|samurai
4277,David Ayer,Christian Bale,3335839.0,J.K. Simmons,Noel Gugliemi,blood splatter|friend|lapd|mexican|violence
4278,Jerry Jameson,Leonor Varela,2557668.0,David Oyelowo,Sydelle Noel,auto theft|based on true story|drug addict|kidnapping|violence
4279,Steven Soderbergh,Enrico Colantoni,2506446.0,Julia Roberts,Blair Underwood,birthday|friend|hollywood|party|sex
4280,Kevin Tenney,Tawny Kitaen,7369373.0,Kathleen Wilhoite,Rose Marie,evil spirit|hatchet|ouija|ouija board|psychopathic killer
4282,Kenneth Branagh,Brian Blessed,4414535.0,Julie Christie,Richard Briers,classic literature|denmark|funeral|madness|prince
4283,John Cameron Mitchell,Peter Stickles,1984378.0,Sook-Yin Lee,Raphael Barker,controversy|ejaculation|male frontal nudity|oral sex|unsimulated sex
4284,Ari Folman,Ronny Dayag,2283276.0,Ari Folman,Zahava Solomon,bar|dog|interview|lebanon|nightmare
4285,Gary Rogers,Kirby Heyborne,1098224.0,Noah Danby,Bruce Newbold,jerusalem|journey|promised land|ship|wilderness
4286,Charles Ferguson,Dick Cheney,1430185.0,Campbell Scott,Donald Rumsfeld,american politics|iraq|iraq war|occupation|white house
4287,Marielle Heller,David Fine,1477002.0,Alexander Skarsgård,Austin Lyon,1970s|mother's boyfriend|overalls|phone booth|sexual promiscuity
4289,David Sington,Buzz Aldrin,1134049.0,John F. Kennedy,Neil Armstrong,1960s|astronaut|moon|nasa|spacecraft accident
4290,Kelly Reichardt,Zoe Kazan,977600.0,Bruce Greenwood,Shirley Henderson,desert|oregon|survival|trust|water
4291,Fenton Bailey,Bill Maher,653621.0,Hugh M. Hefner,Linda Lovelace,clitoris|deep throat|fellatio|oral sex|porn industry
4292,Bob Giraldi,Manny Perez,110000.0,Danny Aiello,Ajay Naidu,detective|food|gangster|police|restaurant
4293,Jill Sprecher,Bob Balaban,444354.0,Alanna Ubach,Jamie Kennedy,office|office politics|photo booth|snobbery|title directed by female
