,director_name,actor_1_name,actor_2_name,actor_3_name,genres,gross
8899,David O. Russell,Christian Bale,Jack McGee,Melissa McMeekin,Biography,93571803.0
8900,David O. Russell,Christian Bale,Jack McGee,Melissa McMeekin,Drama,93571803.0
8901,David O. Russell,Christian Bale,Jack McGee,Melissa McMeekin,Sport,93571803.0
8902,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,Action,72755517.0
8903,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,Comedy,72755517.0
8904,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,Documentary,72755517.0
8905,Jonathan Lynn,Fred Gwynne,Bruce McGill,Lane Smith,Comedy,52929168.0
8906,Jonathan Lynn,Fred Gwynne,Bruce McGill,Lane Smith,Crime,52929168.0
8907,R.J. Cutler,Chloë Grace Moretz,Mireille Enos,Stacy Keach,Drama,50461335.0
8908,R.J. Cutler,Chloë Grace Moretz,Mireille Enos,Stacy Keach,Fantasy,50461335.0
8909,R.J. Cutler,Chloë Grace Moretz,Mireille Enos,Stacy Keach,Music,50461335.0
8910,R.J. Cutler,Chloë Grace Moretz,Mireille Enos,Stacy Keach,Romance,50461335.0
8911,David S. Ward,Corbin Bernsen,Tom Berenger,Rene Russo,Comedy,49797148.0
8912,David S. Ward,Corbin Bernsen,Tom Berenger,Rene Russo,Sport,49797148.0
8913,Joel Schumacher,Radha Mitchell,John Enos III,Richard T. Jones,Crime,46563158.0
8914,Joel Schumacher,Radha Mitchell,John Enos III,Richard T. Jones,Thriller,46563158.0
8915,Adam Shankman,Lauren German,Peter Coyote,Paz de la Huerta,Drama,41227069.0
8916,Adam Shankman,Lauren German,Peter Coyote,Paz de la Huerta,Romance,41227069.0
8917,Tim Robbins,Lois Smith,Celia Weston,Robert Prosky,Crime,39025000.0
8918,Tim Robbins,Lois Smith,Celia Weston,Robert Prosky,Drama,39025000.0
8919,Roger Kumble,Sarah Michelle Gellar,Sean Patrick Thomas,Eric Mabius,Drama,38201895.0
8920,Roger Kumble,Sarah Michelle Gellar,Sean Patrick Thomas,Eric Mabius,Romance,38201895.0
8921,Kevin Greutert,Costas Mandylor,Shawnee Smith,George Newbern,Horror,27669413.0
8922,Kevin Greutert,Costas Mandylor,Shawnee Smith,George Newbern,Mystery,27669413.0
8923,Gina Prince-Bythewood,Nate Parker,Alicia Keys,Jennifer Hudson,Drama,37766350.0
8924,Rob Pritts,Vincent Pastore,Vinessa Shaw,Peter Berg,Comedy,23978402.0
8925,Rob Pritts,Vincent Pastore,Vinessa Shaw,Peter Berg,Crime,23978402.0
8926,Brian De Palma,Steven Bauer,Gabrielle Carteris,Gregg Henry,Crime,21370057.0
8927,Brian De Palma,Steven Bauer,Gabrielle Carteris,Gregg Henry,Drama,21370057.0
8928,Brian De Palma,Steven Bauer,Gabrielle Carteris,Gregg Henry,Thriller,21370057.0
8929,Tobe Hooper,Louise Fletcher,Bud Cort,William Bassett,Horror,4884663.0
8930,Tobe Hooper,Louise Fletcher,Bud Cort,William Bassett,Sci-Fi,4884663.0
8931,John Crowley,Julie Walters,Fiona Glascott,Eva Birthistle,Drama,38317535.0
8932,John Crowley,Julie Walters,Fiona Glascott,Eva Birthistle,Romance,38317535.0
8933,Brendan Malloy,Lee Majors,Jason London,Thomas Lennon,Comedy,13903262.0
8934,Brendan Malloy,Lee Majors,Jason London,Thomas Lennon,Sport,13903262.0
8935,Reginald Hudlin,Will Ferrell,John Witherspoon,Tim Meadows,Comedy,13592872.0
8936,Dustin Hoffman,Luke Newberry,Sheridan Smith,Pauline Collins,Comedy,18381787.0
8937,Dustin Hoffman,Luke Newberry,Sheridan Smith,Pauline Collins,Drama,18381787.0
8938,Gregory Poirier,Shannon Elizabeth,Jake Busey,David Ogden Stiers,Comedy,13558739.0
8939,Bill Paxton,Matthew McConaughey,Powers Boothe,Matt O'Leary,Crime,13103828.0
8940,Bill Paxton,Matthew McConaughey,Powers Boothe,Matt O'Leary,Drama,13103828.0
8941,Bill Paxton,Matthew McConaughey,Powers Boothe,Matt O'Leary,Thriller,13103828.0
8942,Simon Curtis,Ryan Reynolds,Frances Fisher,Elizabeth McGovern,Biography,33305037.0
8943,Simon Curtis,Ryan Reynolds,Frances Fisher,Elizabeth McGovern,Drama,33305037.0
8944,Simon Curtis,Ryan Reynolds,Frances Fisher,Elizabeth McGovern,History,33305037.0
8945,Bill Condon,Liam Neeson,Oliver Platt,Dylan Baker,Biography,10214647.0
8946,Bill Condon,Liam Neeson,Oliver Platt,Dylan Baker,Drama,10214647.0
8947,Sam Raimi,Patricia Tallman,Bridget Fonda,Embeth Davidtz,Comedy,11501093.0
8948,Sam Raimi,Patricia Tallman,Bridget Fonda,Embeth Davidtz,Fantasy,11501093.0
8949,Sam Raimi,Patricia Tallman,Bridget Fonda,Embeth Davidtz,Horror,11501093.0
8950,Dewey Nicks,Jaime King,Gedde Watanabe,Jim Rash,Comedy,4814244.0
8951,Dewey Nicks,Jaime King,Gedde Watanabe,Jim Rash,Romance,4814244.0
8952,Lasse Hallström,Johnny Depp,Leonardo DiCaprio,Kevin Tighe,Drama,9170214.0
8953,Lasse Hallström,Johnny Depp,Leonardo DiCaprio,Kevin Tighe,Romance,9170214.0
8954,Philip Saville,Henry Ian Cusick,Alan Van Sprang,Scott Handy,Biography,4068087.0
8955,Philip Saville,Henry Ian Cusick,Alan Van Sprang,Scott Handy,Drama,4068087.0
8956,Philip Saville,Henry Ian Cusick,Alan Van Sprang,Scott Handy,History,4068087.0
8957,Mike Leigh,Eddie Marsan,Sally Hawkins,Imelda Staunton,Crime,3753806.0
8958,Mike Leigh,Eddie Marsan,Sally Hawkins,Imelda Staunton,Drama,3753806.0
8959,Daisy von Scherler Mayer,Michael McKean,Dash Mihok,Jimi Mistry,Comedy,3034181.0
8960,Daisy von Scherler Mayer,Michael McKean,Dash Mihok,Jimi Mistry,Music,3034181.0
8961,Daisy von Scherler Mayer,Michael McKean,Dash Mihok,Jimi Mistry,Romance,3034181.0
8962,Mira Nair,Anjelica Huston,Chazz Palminteri,Vincent Gallo,Comedy,2832826.0
8963,Mira Nair,Anjelica Huston,Chazz Palminteri,Vincent Gallo,Drama,2832826.0
8964,Mira Nair,Anjelica Huston,Chazz Palminteri,Vincent Gallo,Romance,2832826.0
8965,Ethan Coen,Justin Timberlake,Max Casella,Alex Karpovsky,Drama,13214255.0
8966,Ethan Coen,Justin Timberlake,Max Casella,Alex Karpovsky,Music,13214255.0
8967,Tim Blake Nelson,Mekhi Phifer,Andrew Keegan,John Heard,Drama,16017403.0
8968,Tim Blake Nelson,Mekhi Phifer,Andrew Keegan,John Heard,Romance,16017403.0
8969,Tim Blake Nelson,Mekhi Phifer,Andrew Keegan,John Heard,Thriller,16017403.0
8970,William A. Graham,Milla Jovovich,Wayne Pygram,Lisa Pelikan,Adventure,2807854.0
8971,William A. Graham,Milla Jovovich,Wayne Pygram,Lisa Pelikan,Drama,2807854.0
8972,William A. Graham,Milla Jovovich,Wayne Pygram,Lisa Pelikan,Romance,2807854.0
8973,John Turturro,Kate Winslet,Steve Buscemi,Eddie Izzard,Comedy,540085.0
8974,John Turturro,Kate Winslet,Steve Buscemi,Eddie Izzard,Musical,540085.0
8975,John Turturro,Kate Winslet,Steve Buscemi,Eddie Izzard,Romance,540085.0
8976,Agnieszka Holland,Phyllida Law,David Kennedy,Angus Barnett,Biography,352786.0
8977,Agnieszka Holland,Phyllida Law,David Kennedy,Angus Barnett,Drama,352786.0
8978,Agnieszka Holland,Phyllida Law,David Kennedy,Angus Barnett,Music,352786.0
8979,Tobe Hooper,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson,Fantasy,76600000.0
8980,Tobe Hooper,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson,Horror,76600000.0
8981,David Hackl,Julie Benz,Costas Mandylor,Scott Patterson,Horror,56729973.0
8982,David Hackl,Julie Benz,Costas Mandylor,Scott Patterson,Mystery,56729973.0
8983,Ray Lawrence,John Howard,Deborra-Lee Furness,Max Cullen,Crime,399879.0
8984,Ray Lawrence,John Howard,Deborra-Lee Furness,Max Cullen,Drama,399879.0
8985,Ray Lawrence,John Howard,Deborra-Lee Furness,Max Cullen,Mystery,399879.0
8986,Ray Lawrence,John Howard,Deborra-Lee Furness,Max Cullen,Thriller,399879.0
8987,Karan Johar,Shah Rukh Khan,John Abraham,Preity Zinta,Drama,3275443.0
8988,Oliver Parker,Minnie Driver,Rupert Everett,Jeremy Northam,Comedy,18535191.0
8989,Oliver Parker,Minnie Driver,Rupert Everett,Jeremy Northam,Romance,18535191.0
8990,Ruairi Robinson,Romola Garai,Olivia Williams,Tom Cullen,Horror,23838.0
8991,Ruairi Robinson,Romola Garai,Olivia Williams,Tom Cullen,Sci-Fi,23838.0
8992,Ruairi Robinson,Romola Garai,Olivia Williams,Tom Cullen,Thriller,23838.0
8993,Jaume Balagueró,Lena Olin,Giancarlo Giannini,Francesc Pagès,Horror,22160085.0
8994,Stanley Kubrick,Keir Dullea,Gary Lockwood,Glenn Beck,Adventure,56715371.0
8995,Stanley Kubrick,Keir Dullea,Gary Lockwood,Glenn Beck,Mystery,56715371.0
8996,Stanley Kubrick,Keir Dullea,Gary Lockwood,Glenn Beck,Sci-Fi,56715371.0
8997,Steven Spielberg,Henry Thomas,Dee Wallace,Peter Coyote,Family,434949459.0
8998,Steven Spielberg,Henry Thomas,Dee Wallace,Peter Coyote,Sci-Fi,434949459.0
8999,Jon Kasdan,Kristen Stewart,Elena Anaya,Dustin Milligan,Comedy,11043445.0
9000,Jon Kasdan,Kristen Stewart,Elena Anaya,Dustin Milligan,Drama,11043445.0
9001,Jon Kasdan,Kristen Stewart,Elena Anaya,Dustin Milligan,Romance,11043445.0
9002,Floyd Mutrux,Ricky Schroder,Kelli Williams,Seymour Cassel,Comedy,125169.0
9003,Floyd Mutrux,Ricky Schroder,Kelli Williams,Seymour Cassel,Drama,125169.0
9004,Sajid Khan,Arjun Rampal,Boman Irani,Riteish Deshmukh,Comedy,1165104.0
9005,Christopher Cain,Jon Gries,Taylor Handley,Trent Ford,Drama,1066555.0
9006,Christopher Cain,Jon Gries,Taylor Handley,Trent Ford,History,1066555.0
9007,Christopher Cain,Jon Gries,Taylor Handley,Trent Ford,Romance,1066555.0
9008,Christopher Cain,Jon Gries,Taylor Handley,Trent Ford,Western,1066555.0
9009,Dean Wright,Santiago Cabrera,Eduardo Verástegui,Catalina Sandino Moreno,Drama,5669081.0
9010,Dean Wright,Santiago Cabrera,Eduardo Verástegui,Catalina Sandino Moreno,History,5669081.0
9011,Dean Wright,Santiago Cabrera,Eduardo Verástegui,Catalina Sandino Moreno,War,5669081.0
9012,Gus Van Sant,Robin Williams,Matt Damon,Minnie Driver,Drama,138339411.0
9013,Darren Lynn Bousman,Costas Mandylor,Shawnee Smith,Leigh Whannell,Horror,80150343.0
9014,Darren Lynn Bousman,Costas Mandylor,Shawnee Smith,Leigh Whannell,Mystery,80150343.0
9015,Ivan Reitman,Bill Murray,Harold Ramis,Judge Reinhold,Action,85300000.0
9016,Ivan Reitman,Bill Murray,Harold Ramis,Judge Reinhold,Comedy,85300000.0
9017,Ivan Reitman,Bill Murray,Harold Ramis,Judge Reinhold,War,85300000.0
9018,Peyton Reed,Kirsten Dunst,Lindsay Sloane,Clare Kramer,Comedy,68353550.0
9019,Peyton Reed,Kirsten Dunst,Lindsay Sloane,Clare Kramer,Sport,68353550.0
9020,James DeMonaco,Frank Grillo,Joseph Julian Soria,Mykelti Williamson,Action,78845130.0
9021,James DeMonaco,Frank Grillo,Joseph Julian Soria,Mykelti Williamson,Horror,78845130.0
9022,James DeMonaco,Frank Grillo,Joseph Julian Soria,Mykelti Williamson,Sci-Fi,78845130.0
9023,James DeMonaco,Frank Grillo,Joseph Julian Soria,Mykelti Williamson,Thriller,78845130.0
9024,Robert Iscove,Paul Walker,Clea DuVall,Kieran Culkin,Comedy,63319509.0
9025,Robert Iscove,Paul Walker,Clea DuVall,Kieran Culkin,Romance,63319509.0
9026,Lee Daniels,Mo'Nique,Gabourey Sidibe,Mariah Carey,Drama,47536959.0
9027,Darren Lynn Bousman,Costas Mandylor,Shawnee Smith,Angus Macfadyen,Horror,63270259.0
9028,Darren Lynn Bousman,Costas Mandylor,Shawnee Smith,Angus Macfadyen,Mystery,63270259.0
9029,Geoffrey Sax,Deborah Kara Unger,Keegan Connor Tracy,Mike Dopud,Drama,55865715.0
9030,Geoffrey Sax,Deborah Kara Unger,Keegan Connor Tracy,Mike Dopud,Horror,55865715.0
9031,Geoffrey Sax,Deborah Kara Unger,Keegan Connor Tracy,Mike Dopud,Mystery,55865715.0
9032,Geoffrey Sax,Deborah Kara Unger,Keegan Connor Tracy,Mike Dopud,Thriller,55865715.0
9033,Tyler Perry,Boris Kodjoe,Cicely Tyson,Blair Underwood,Comedy,63231524.0
9034,Tyler Perry,Boris Kodjoe,Cicely Tyson,Blair Underwood,Drama,63231524.0
9035,Tyler Perry,Boris Kodjoe,Cicely Tyson,Blair Underwood,Romance,63231524.0
9036,Martin Scorsese,Tom Cruise,Bill Cobbs,Mary Elizabeth Mastrantonio,Drama,52293982.0
9037,Martin Scorsese,Tom Cruise,Bill Cobbs,Mary Elizabeth Mastrantonio,Sport,52293982.0
9038,Stephen Herek,Lane Smith,Shaun Weiss,Elden Henson,Comedy,50752337.0
9039,Stephen Herek,Lane Smith,Shaun Weiss,Elden Henson,Drama,50752337.0
9040,Stephen Herek,Lane Smith,Shaun Weiss,Elden Henson,Family,50752337.0
9041,Stephen Herek,Lane Smith,Shaun Weiss,Elden Henson,Sport,50752337.0
9042,Takashi Shimizu,Sarah Michelle Gellar,Clea DuVall,Ted Raimi,Horror,110175871.0
9043,Takashi Shimizu,Sarah Michelle Gellar,Clea DuVall,Ted Raimi,Mystery,110175871.0
9044,Takashi Shimizu,Sarah Michelle Gellar,Clea DuVall,Ted Raimi,Thriller,110175871.0
9045,Dennis Dugan,Adam Sandler,Kevin Nealon,Frances Bay,Comedy,38624000.0
9046,Dennis Dugan,Adam Sandler,Kevin Nealon,Frances Bay,Sport,38624000.0
9047,Victor Salva,Eileen Brennan,Patricia Belcher,Jonathan Breck,Horror,37470017.0
9048,Victor Salva,Eileen Brennan,Patricia Belcher,Jonathan Breck,Mystery,37470017.0
9049,Stephen Herek,Keanu Reeves,George Carlin,Al Leong,Adventure,40485039.0
9050,Stephen Herek,Keanu Reeves,George Carlin,Al Leong,Comedy,40485039.0
9051,Stephen Herek,Keanu Reeves,George Carlin,Al Leong,Music,40485039.0
9052,Stephen Herek,Keanu Reeves,George Carlin,Al Leong,Sci-Fi,40485039.0
9053,Carol Reed,Oliver Reed,Ron Moody,Jack Wild,Drama,16800000.0
9054,Carol Reed,Oliver Reed,Ron Moody,Jack Wild,Family,16800000.0
9055,Carol Reed,Oliver Reed,Ron Moody,Jack Wild,Musical,16800000.0
9056,John Madden,Tom Wilkinson,Penelope Wilton,Celia Imrie,Comedy,46377022.0
9057,John Madden,Tom Wilkinson,Penelope Wilton,Celia Imrie,Drama,46377022.0
9058,Chuck Sheetz,Diedrich Bader,Andrew Lawrence,Dabney Coleman,Animation,36696761.0
9059,Chuck Sheetz,Diedrich Bader,Andrew Lawrence,Dabney Coleman,Comedy,36696761.0
9060,Chuck Sheetz,Diedrich Bader,Andrew Lawrence,Dabney Coleman,Family,36696761.0
9061,Chuck Sheetz,Diedrich Bader,Andrew Lawrence,Dabney Coleman,Mystery,36696761.0
9062,Chuck Sheetz,Diedrich Bader,Andrew Lawrence,Dabney Coleman,Sci-Fi,36696761.0
9063,George Miller,Tina Turner,Bruce Spence,Angelo Rossitto,Action,36200000.0
9064,George Miller,Tina Turner,Bruce Spence,Angelo Rossitto,Adventure,36200000.0
9065,George Miller,Tina Turner,Bruce Spence,Angelo Rossitto,Sci-Fi,36200000.0
9066,George Miller,Tina Turner,Bruce Spence,Angelo Rossitto,Thriller,36200000.0
9067,William Brent Bell,Lauren Cohan,Rupert Evans,Stephanie Lemelin,Horror,35794166.0
9068,William Brent Bell,Lauren Cohan,Rupert Evans,Stephanie Lemelin,Mystery,35794166.0
9069,William Brent Bell,Lauren Cohan,Rupert Evans,Stephanie Lemelin,Thriller,35794166.0
9070,John Erick Dowdle,Bojana Novakovic,Bokeem Woodbine,Geoffrey Arend,Horror,33583175.0
9071,John Erick Dowdle,Bojana Novakovic,Bokeem Woodbine,Geoffrey Arend,Mystery,33583175.0
9072,John Erick Dowdle,Bojana Novakovic,Bokeem Woodbine,Geoffrey Arend,Thriller,33583175.0
9073,Marcus Raboy,John Witherspoon,Mike Epps,Katt Williams,Comedy,32983713.0
9074,Marcus Raboy,John Witherspoon,Mike Epps,Katt Williams,Drama,32983713.0
9075,Leigh Whannell,Lin Shaye,Hayley Kiyoko,Leigh Whannell,Fantasy,52200504.0
9076,Leigh Whannell,Lin Shaye,Hayley Kiyoko,Leigh Whannell,Horror,52200504.0
9077,Leigh Whannell,Lin Shaye,Hayley Kiyoko,Leigh Whannell,Thriller,52200504.0
9078,Michael Schultz,Mike Starr,Vanity,Keshia Knight Pulliam,Action,33000000.0
9079,Michael Schultz,Mike Starr,Vanity,Keshia Knight Pulliam,Comedy,33000000.0
9080,Michael Schultz,Mike Starr,Vanity,Keshia Knight Pulliam,Drama,33000000.0
9081,Michael Schultz,Mike Starr,Vanity,Keshia Knight Pulliam,Music,33000000.0
9082,Guy Ritchie,Jason Statham,Brad Pitt,Jason Flemyng,Comedy,30093107.0
9083,Guy Ritchie,Jason Statham,Brad Pitt,Jason Flemyng,Crime,30093107.0
9084,Brett Leonard,Jeff Fahey,Austin O'Brien,Troy Evans,Horror,32101000.0
9085,Brett Leonard,Jeff Fahey,Austin O'Brien,Troy Evans,Sci-Fi,32101000.0
9086,Peter Sollett,Ari Graynor,Alexis Dziena,Aaron Yoo,Comedy,31487293.0
9087,Peter Sollett,Ari Graynor,Alexis Dziena,Aaron Yoo,Drama,31487293.0
9088,Peter Sollett,Ari Graynor,Alexis Dziena,Aaron Yoo,Music,31487293.0
9089,Peter Sollett,Ari Graynor,Alexis Dziena,Aaron Yoo,Romance,31487293.0
9090,Kevin Smith,Matt Damon,Janeane Garofalo,George Carlin,Adventure,30651422.0
9091,Kevin Smith,Matt Damon,Janeane Garofalo,George Carlin,Comedy,30651422.0
9092,Kevin Smith,Matt Damon,Janeane Garofalo,George Carlin,Drama,30651422.0
9093,Kevin Smith,Matt Damon,Janeane Garofalo,George Carlin,Fantasy,30651422.0
9094,Bob Dolman,Erika Christensen,Eva Amurri Martino,Sal Lopez,Comedy,30306281.0
9095,Bob Dolman,Erika Christensen,Eva Amurri Martino,Sal Lopez,Drama,30306281.0
9096,Joe Dante,Albert Brooks,Al Leong,Vic Morrow,Fantasy,29500000.0
9097,Joe Dante,Albert Brooks,Al Leong,Vic Morrow,Horror,29500000.0
9098,Joe Dante,Albert Brooks,Al Leong,Vic Morrow,Sci-Fi,29500000.0
9099,Rowdy Herrington,Ben Gazzara,Kevin Tighe,Kelly Lynch,Action,30050028.0
9100,Rowdy Herrington,Ben Gazzara,Kevin Tighe,Kelly Lynch,Thriller,30050028.0
9101,Keenen Ivory Wayans,Jada Pinkett Smith,Salli Richardson-Whitfield,Charles S. Dutton,Action,29392418.0
9102,Keenen Ivory Wayans,Jada Pinkett Smith,Salli Richardson-Whitfield,Charles S. Dutton,Comedy,29392418.0
9103,Keenen Ivory Wayans,Jada Pinkett Smith,Salli Richardson-Whitfield,Charles S. Dutton,Crime,29392418.0
9104,John Polson,Erika Christensen,Shiri Appleby,Jason Ritter,Drama,28563926.0
9105,John Polson,Erika Christensen,Shiri Appleby,Jason Ritter,Thriller,28563926.0
9106,Greg Coolidge,Dane Cook,Danny Woodburn,Jessica Simpson,Comedy,28435406.0
9107,Greg Coolidge,Dane Cook,Danny Woodburn,Jessica Simpson,Romance,28435406.0
9108,Harry Elfont,Ethan Embry,Lauren Ambrose,Charlie Korsmo,Comedy,25339117.0
9109,Harry Elfont,Ethan Embry,Lauren Ambrose,Charlie Korsmo,Romance,25339117.0
9110,Francis Ford Coppola,Tom Cruise,William Smith,Tom Waits,Crime,25600000.0
9111,Francis Ford Coppola,Tom Cruise,William Smith,Tom Waits,Drama,25600000.0
9112,Ciarán Foy,Laila Haley,James Ransone,Jaden Klein,Horror,27736779.0
9113,Ciarán Foy,Laila Haley,James Ransone,Jaden Klein,Mystery,27736779.0
9114,Ciarán Foy,Laila Haley,James Ransone,Jaden Klein,Thriller,27736779.0
9115,Salim Akil,Omari Hardwick,Curtis Armstrong,Mike Epps,Drama,24397469.0
9116,Salim Akil,Omari Hardwick,Curtis Armstrong,Mike Epps,Music,24397469.0
9117,Jamie Blanks,Marley Shelton,Jessica Capshaw,Johnny Whitworth,Horror,20384136.0
9118,Jamie Blanks,Marley Shelton,Jessica Capshaw,Johnny Whitworth,Mystery,20384136.0
9119,Jamie Blanks,Marley Shelton,Jessica Capshaw,Johnny Whitworth,Thriller,20384136.0
9120,Olatunde Osunsanmi,Milla Jovovich,Will Patton,Hakeem Kae-Kazim,Mystery,25464480.0
9121,Olatunde Osunsanmi,Milla Jovovich,Will Patton,Hakeem Kae-Kazim,Sci-Fi,25464480.0
9122,Olatunde Osunsanmi,Milla Jovovich,Will Patton,Hakeem Kae-Kazim,Thriller,25464480.0
9123,Robert Altman,Meryl Streep,Virginia Madsen,Lily Tomlin,Comedy,20338609.0
9124,Robert Altman,Meryl Streep,Virginia Madsen,Lily Tomlin,Drama,20338609.0
9125,Robert Altman,Meryl Streep,Virginia Madsen,Lily Tomlin,Music,20338609.0
9126,Leon Ichaso,Khandi Alexander,Clarence Williams III,Steve Harris,Drama,18272447.0
9127,Leon Ichaso,Khandi Alexander,Clarence Williams III,Steve Harris,Thriller,18272447.0
9128,Malcolm D. Lee,Jurnee Smollett-Bell,Brandon T. Jackson,Shad Moss,Comedy,17378977.0
9129,Malcolm D. Lee,Jurnee Smollett-Bell,Brandon T. Jackson,Shad Moss,Drama,17378977.0
9130,Malcolm D. Lee,Jurnee Smollett-Bell,Brandon T. Jackson,Shad Moss,Music,17378977.0
9131,Malcolm D. Lee,Jurnee Smollett-Bell,Brandon T. Jackson,Shad Moss,Romance,17378977.0
9132,Wes Anderson,Bill Murray,Connie Nielsen,Olivia Williams,Comedy,17096053.0
9133,Wes Anderson,Bill Murray,Connie Nielsen,Olivia Williams,Drama,17096053.0
9134,Colin Strause,David Zayas,Donald Faison,Brittany Daniel,Action,21371425.0
9135,Colin Strause,David Zayas,Donald Faison,Brittany Daniel,Sci-Fi,21371425.0
9136,Colin Strause,David Zayas,Donald Faison,Brittany Daniel,Thriller,21371425.0
9137,John Madden,Tina Desai,Celia Imrie,Ronald Pickup,Comedy,33071558.0
9138,John Madden,Tina Desai,Celia Imrie,Ronald Pickup,Drama,33071558.0
9139,Patricia Rozema,Julia Ormond,Jane Krakowski,Willow Smith,Drama,17655201.0
9140,Patricia Rozema,Julia Ormond,Jane Krakowski,Willow Smith,Family,17655201.0
9141,Mark Rosman,Ben Feldman,Chris Noth,Vanessa Lengies,Comedy,16247775.0
9142,Mark Rosman,Ben Feldman,Chris Noth,Vanessa Lengies,Family,16247775.0
9143,Mark Rosman,Ben Feldman,Chris Noth,Vanessa Lengies,Romance,16247775.0
9144,Spike Lee,Denzel Washington,Nicholas Turturro,Charlie Murphy,Drama,16153600.0
9145,Spike Lee,Denzel Washington,Nicholas Turturro,Charlie Murphy,Music,16153600.0
9146,Spike Lee,Denzel Washington,Nicholas Turturro,Charlie Murphy,Romance,16153600.0
9147,Steve Oedekerk,Steve Oedekerk,Simon Rhee,Jennifer Tung,Action,16033556.0
9148,Steve Oedekerk,Steve Oedekerk,Simon Rhee,Jennifer Tung,Comedy,16033556.0
9149,Ron Underwood,Reba McEntire,Ariana Richards,Michael Gross,Comedy,16667084.0
9150,Ron Underwood,Reba McEntire,Ariana Richards,Michael Gross,Horror,16667084.0
9151,Ron Underwood,Reba McEntire,Ariana Richards,Michael Gross,Sci-Fi,16667084.0
9152,Rob Schmidt,Kevin Zegers,Lindy Booth,Julian Richings,Horror,15417771.0
9153,Rob Schmidt,Kevin Zegers,Lindy Booth,Julian Richings,Thriller,15417771.0
9154,James Foley,Byron Mann,Paul Ben-Victor,Kim Chan,Action,15156200.0
9155,James Foley,Byron Mann,Paul Ben-Victor,Kim Chan,Crime,15156200.0
9156,James Foley,Byron Mann,Paul Ben-Victor,Kim Chan,Drama,15156200.0
9157,James Foley,Byron Mann,Paul Ben-Victor,Kim Chan,Mystery,15156200.0
9158,James Foley,Byron Mann,Paul Ben-Victor,Kim Chan,Thriller,15156200.0
9159,Jeff Nichols,Matthew McConaughey,Tye Sheridan,Sam Shepard,Drama,21589307.0
9160,Robert Ben Garant,Wendi McLendon-Covey,Thomas Lennon,Carlos Alazraqui,Comedy,20339754.0
9161,Robert Ben Garant,Wendi McLendon-Covey,Thomas Lennon,Carlos Alazraqui,Crime,20339754.0
9162,Morgan Spurlock,Harry Styles,Zayn Malik,Niall Horan,Documentary,28873374.0
9163,Morgan Spurlock,Harry Styles,Zayn Malik,Niall Horan,Music,28873374.0
9164,Neal Brennan,Rob Riggle,Noureen DeWulf,Charles Napier,Comedy,15102127.0
9165,Tuck Tucker,Jennifer Jason Leigh,Vincent Schiavelli,Paul Sorvino,Adventure,13684949.0
9166,Tuck Tucker,Jennifer Jason Leigh,Vincent Schiavelli,Paul Sorvino,Animation,13684949.0
9167,Tuck Tucker,Jennifer Jason Leigh,Vincent Schiavelli,Paul Sorvino,Comedy,13684949.0
9168,Tuck Tucker,Jennifer Jason Leigh,Vincent Schiavelli,Paul Sorvino,Family,13684949.0
9169,Simon Curtis,Eddie Redmayne,Toby Jones,Julia Ormond,Biography,14597405.0
9170,Simon Curtis,Eddie Redmayne,Toby Jones,Julia Ormond,Drama,14597405.0
9171,Richard Shepard,Adam Scott,Philip Baker Hall,Hope Davis,Comedy,12570442.0
9172,Richard Shepard,Adam Scott,Philip Baker Hall,Hope Davis,Crime,12570442.0
9173,Richard Shepard,Adam Scott,Philip Baker Hall,Hope Davis,Drama,12570442.0
9174,Richard Shepard,Adam Scott,Philip Baker Hall,Hope Davis,Thriller,12570442.0
9175,Theodore Witcher,Leonard Roberts,Nia Long,Larenz Tate,Drama,12514138.0
9176,Theodore Witcher,Leonard Roberts,Nia Long,Larenz Tate,Romance,12514138.0
9177,Joel Edgerton,Busy Philipps,Allison Tolman,Wendell Pierce,Mystery,43771291.0
9178,Joel Edgerton,Busy Philipps,Allison Tolman,Wendell Pierce,Thriller,43771291.0
9179,Jim Hanon,Chase Ellison,Chad Allen,Jack Guzman,Adventure,11703287.0
9180,Jim Hanon,Chase Ellison,Chad Allen,Jack Guzman,Drama,11703287.0
9181,Tommy O'Haver,Mila Kunis,Kirsten Dunst,Carmen Electra,Comedy,11560259.0
9182,Tommy O'Haver,Mila Kunis,Kirsten Dunst,Carmen Electra,Romance,11560259.0
9183,Mike Judge,Gary Cole,Stephen Root,Diedrich Bader,Comedy,10824921.0
9184,Michael Patrick Jann,Kirsten Dunst,Kirstie Alley,Ellen Barkin,Comedy,10561238.0
9185,Michael Patrick Jann,Kirsten Dunst,Kirstie Alley,Ellen Barkin,Romance,10561238.0
9186,Michael Patrick Jann,Kirsten Dunst,Kirstie Alley,Ellen Barkin,Thriller,10561238.0
9187,Tim Burton,Christoph Waltz,Danny Huston,Jon Polito,Biography,14479776.0
9188,Tim Burton,Christoph Waltz,Danny Huston,Jon Polito,Crime,14479776.0
9189,Tim Burton,Christoph Waltz,Danny Huston,Jon Polito,Drama,14479776.0
9190,Tim Burton,Christoph Waltz,Danny Huston,Jon Polito,Romance,14479776.0
